"sampleID" "HLAA_C_t" "HLAA_M_t" "HLAA_LOH_t" "HLAB_C_t" "HLAB_M_t" "HLAB_LOH_t" "HLAC_C_t" "HLAC_M_t" "HLAC_LOH_t" "TP53_C_t" "TP53_M_t" "TP53_LOH_t"
"58" "C509.TCGA-38-4627-01A-01D-1553-08.7_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"59" "C509.TCGA-38-7271-01A-11D-2036-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"60" "C509.TCGA-38-A44F-01A-11D-A24D-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"61" "C509.TCGA-44-6779-01A-11D-1855-08.4_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"62" "C509.TCGA-44-8117-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"63" "C509.TCGA-44-8119-01A-11D-2238-08.1_gdc_realn_genes.csv" 4 0 TRUE 4 0 TRUE 4 0 TRUE 4 0 TRUE
"64" "C509.TCGA-44-8120-01A-11D-2238-08.1_gdc_realn_genes.csv" 5 1 FALSE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"65" "C509.TCGA-44-A479-01A-31D-A24D-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"66" "C509.TCGA-44-A47A-01A-21D-A24D-08.2_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"67" "C509.TCGA-44-A47B-01A-11D-A24D-08.2_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"68" "C509.TCGA-44-A47F-01A-11D-A24D-08.2_gdc_realn_genes.csv" 5 1 FALSE 5 1 FALSE 5 1 FALSE 4 2 FALSE
"69" "C509.TCGA-44-A47G-01A-21D-A24D-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 0 TRUE
"70" "C509.TCGA-44-A4SS-01A-11D-A24P-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"71" "C509.TCGA-44-A4SU-01A-11D-A24P-08.3_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 2 0 TRUE
"72" "C509.TCGA-49-4487-01A-21D-1855-08.2_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 1 FALSE
"73" "C509.TCGA-49-4490-01A-21D-1855-08.2_gdc_realn_genes.csv" 5 1 FALSE 5 1 FALSE 5 1 FALSE 4 0 TRUE
"74" "C509.TCGA-49-4512-01A-21D-1855-08.2_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"75" "C509.TCGA-49-4514-01A-21D-1855-08.2_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"76" "C509.TCGA-49-6742-01A-11D-1855-08.2_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 4 2 FALSE
"77" "C509.TCGA-49-6743-01A-11D-1855-08.2_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"78" "C509.TCGA-49-6744-01A-11D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"79" "C509.TCGA-49-6745-01A-11D-1855-08.2_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"80" "C509.TCGA-49-6761-01A-31D-1945-08.3_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"81" "C509.TCGA-49-6767-01A-11D-1855-08.2_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"82" "C509.TCGA-49-AAQV-01A-11D-A397-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 3 0 TRUE
"83" "C509.TCGA-49-AAR0-01A-21D-A397-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"84" "C509.TCGA-49-AAR2-01A-11D-A397-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"85" "C509.TCGA-49-AAR3-01A-11D-A410-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"86" "C509.TCGA-49-AAR4-01A-12D-A410-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"87" "C509.TCGA-49-AAR9-01A-21D-A410-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"88" "C509.TCGA-49-AARE-01A-11D-A410-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"89" "C509.TCGA-49-AARN-01A-21D-A410-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"90" "C509.TCGA-49-AARO-01A-12D-A410-08.1_gdc_realn_genes.csv" 5 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"91" "C509.TCGA-49-AARQ-01A-11D-A410-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"92" "C509.TCGA-49-AARR-01A-11D-A410-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"93" "C509.TCGA-4B-A93V-01A-11D-A397-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"94" "C509.TCGA-50-5044-01A-21D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"95" "C509.TCGA-50-5045-01A-01D-1625-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"96" "C509.TCGA-50-5049-01A-01D-1625-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"97" "C509.TCGA-50-5051-01A-21D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 3 1 FALSE
"98" "C509.TCGA-50-5055-01A-01D-1625-08.1_gdc_realn_genes.csv" 2 1 FALSE 7 NA NA 2 1 FALSE 2 1 FALSE
"99" "C509.TCGA-50-5068-01A-01D-1625-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"100" "C509.TCGA-50-5072-01A-21D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 3 0 TRUE
"101" "C509.TCGA-50-5936-01A-11D-1625-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"102" "C509.TCGA-50-5939-01A-11D-1625-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 0 TRUE
"103" "C509.TCGA-50-6590-01A-12D-1855-08.2_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 3 0 TRUE
"104" "C509.TCGA-50-6595-01A-12D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"105" "C509.TCGA-50-6597-01A-11D-1855-08.2_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 3 1 FALSE
"106" "C509.TCGA-50-6673-01A-11D-1945-08.3_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 1 0 TRUE
"107" "C509.TCGA-50-7109-01A-11D-2036-08.1_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 2 1 FALSE
"108" "C509.TCGA-50-8457-01A-11D-2323-08.5_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"109" "C509.TCGA-50-8459-01A-11D-2323-08.5_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"110" "C509.TCGA-50-8460-01A-11D-2323-08.6_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"111" "C509.TCGA-53-7624-01A-11D-2063-08.1_gdc_realn_genes.csv" 4 0 TRUE 4 0 TRUE 4 0 TRUE 2 0 TRUE
"112" "C509.TCGA-53-7626-01A-12D-2063-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"113" "C509.TCGA-53-7813-01A-11D-2167-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 1 FALSE
"114" "C509.TCGA-53-A4EZ-01A-12D-A24P-08.3_gdc_realn_genes.csv" 6 0 TRUE 6 0 TRUE 6 0 TRUE 4 0 TRUE
"115" "C509.TCGA-55-5899-01A-11D-1625-08.1_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 2 0 TRUE
"116" "C509.TCGA-55-6642-01A-11D-1855-08.2_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 2 1 FALSE
"117" "C509.TCGA-55-6712-01A-11D-1855-08.2_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"118" "C509.TCGA-55-6968-01A-11D-1945-08.3_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"119" "C509.TCGA-55-6969-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"120" "C509.TCGA-55-6970-01A-11D-1945-08.3_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"121" "C509.TCGA-55-6971-01A-11D-1945-08.3_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 2 0 TRUE
"122" "C509.TCGA-55-6972-01A-11D-1945-08.5_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 2 1 FALSE
"123" "C509.TCGA-55-6975-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"124" "C509.TCGA-55-6978-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"125" "C509.TCGA-55-6979-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"126" "C509.TCGA-55-6980-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"127" "C509.TCGA-55-6981-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"128" "C509.TCGA-55-6982-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"129" "C509.TCGA-55-6983-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"130" "C509.TCGA-55-6984-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"131" "C509.TCGA-55-6985-01A-11D-1945-08.3_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 1 0 TRUE
"132" "C509.TCGA-55-6986-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"133" "C509.TCGA-55-6987-01A-11D-1945-08.3_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"134" "C509.TCGA-55-7284-01B-11D-2238-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 1 FALSE
"135" "C509.TCGA-55-7573-01A-11D-2036-08.1_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 1 0 TRUE
"136" "C509.TCGA-55-7724-01A-11D-2167-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"137" "C509.TCGA-55-7725-01A-11D-2167-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"138" "C509.TCGA-55-7726-01A-11D-2167-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"139" "C509.TCGA-55-7727-01A-11D-2167-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"140" "C509.TCGA-55-7728-01A-11D-2184-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"141" "C509.TCGA-55-7815-01A-11D-2167-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 4 2 FALSE
"142" "C509.TCGA-55-7903-01A-11D-2167-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"143" "C509.TCGA-55-7907-01A-11D-2167-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 5 0 TRUE
"144" "C509.TCGA-55-7910-01A-11D-2167-08.1_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 2 0 TRUE
"145" "C509.TCGA-55-7911-01A-11D-2167-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"146" "C509.TCGA-55-7913-01B-11D-2238-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"147" "C509.TCGA-55-7914-01A-11D-2167-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 1 0 TRUE
"148" "C509.TCGA-55-7994-01A-11D-2184-08.1_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 2 0 TRUE
"149" "C509.TCGA-55-7995-01A-11D-2184-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"150" "C509.TCGA-55-8085-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 0 TRUE 4 1 FALSE 4 1 FALSE 1 0 TRUE
"151" "C509.TCGA-55-8087-01A-11D-2238-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 1 FALSE
"152" "C509.TCGA-55-8089-01A-11D-2238-08.1_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 1 0 TRUE
"153" "C509.TCGA-55-8090-01A-11D-2238-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 2 1 FALSE
"154" "C509.TCGA-55-8091-01A-11D-2238-08.1_gdc_realn_genes.csv" 1 0 TRUE 1 0 TRUE 1 0 TRUE 1 0 TRUE
"155" "C509.TCGA-55-8092-01A-11D-2238-08.1_gdc_realn_genes.csv" 4 0 TRUE 4 0 TRUE 4 0 TRUE 3 0 TRUE
"156" "C509.TCGA-55-8094-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 5 0 TRUE
"157" "C509.TCGA-55-8096-01A-11D-2238-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 1 0 TRUE
"158" "C509.TCGA-55-8097-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 1 0 TRUE
"159" "C509.TCGA-55-8203-01A-11D-2238-08.1_gdc_realn_genes.csv" 5 2 FALSE 5 2 FALSE 5 2 FALSE 4 2 FALSE
"160" "C509.TCGA-55-8204-01A-11D-2238-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"161" "C509.TCGA-55-8205-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 0 TRUE 3 0 TRUE 3 0 TRUE 1 0 TRUE
"162" "C509.TCGA-55-8206-01A-11D-2238-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 3 1 FALSE
"163" "C509.TCGA-55-8207-01A-11D-2238-08.1_gdc_realn_genes.csv" 4 2 FALSE 4 2 FALSE 4 2 FALSE 2 0 TRUE
"164" "C509.TCGA-55-8208-01A-11D-2238-08.1_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
"165" "C509.TCGA-55-8301-01A-11D-2284-08.4_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 0 TRUE
"166" "C509.TCGA-55-8302-01A-11D-2323-08.7_gdc_realn_genes.csv" 2 1 FALSE 2 1 FALSE 2 1 FALSE 2 0 TRUE
"167" "C509.TCGA-55-8505-01A-11D-2393-08.1_gdc_realn_genes.csv" 2 0 TRUE 2 0 TRUE 2 0 TRUE 2 1 FALSE
"168" "C509.TCGA-55-8506-01A-11D-2393-08.2_gdc_realn_genes.csv" 1 0 TRUE 3 1 FALSE 2.5 0 TRUE 1 0 TRUE
"169" "C509.TCGA-55-8507-01A-11D-2393-08.2_gdc_realn_genes.csv" 4 1 FALSE 3 1 FALSE 3 1 FALSE 3 0 TRUE
"170" "C509.TCGA-55-8508-01A-11D-2393-08.1_gdc_realn_genes.csv" 4 1 FALSE 4 1 FALSE 4 1 FALSE 4 1 FALSE
"171" "C509.TCGA-55-8510-01A-11D-2393-08.2_gdc_realn_genes.csv" 3 1 FALSE 3 1 FALSE 3 1 FALSE 2 0 TRUE
